Código|Descripción|Código de Barras|Precio Menudeo|Precio Mayoreo|Precio Residencial|Familia
1616112|Jamon de Pavo RIKKO AROOS|1616112|008600|008600|008860|Abarrote Atn Negocio
1616113|Knorr Caldo de camaron 1.6kg|1616113|052000|052000|053560|Abarrote Atn Negocio
1616114|Cereza 3.4 kg|1616114|031200|031200|032140|Abarrote Atn Negocio
1616115|JUGO JUMEX 1 LITRO TORONJA|1616115|002170|002170|002240|Abarrote Atn Negocio
1616116|JUGO JUMEX  TOMATE|1616116|002500|002500|002580|Abarrote Atn Negocio
1616117|kNOR SUIZA POLLO|1616117|043200|043200|044500|Abarrote Atn Negocio
1616118|Arroz Blanco 2.5 Kg|1616118|011650|011650|012000|Abarrote Atn Negocio
1616120|Queso americano Caperucita 140g|7501002226601|002840|002840|002930|Abarrote Atn Negocio
1616121|Miel de Abeja sobres 20 gr|1616121|072800|072800|074980|Abarrote Atn Negocio
1616122|CONTENEDOR TERMICO 8X8 REYMA 4/50pzas|1616122|013400|012600|013800|Abarrote Atn Negocio
1616123|Sopa de Codo No4 Barilla 500gr|8076809571203|002630|002470|002710|Abarrote Atn Negocio
1616124|Durazno en almibar 3kg|1616124|021500|021500|022150|Abarrote Atn Negocio
1616125|Aderezo Mil Islas 710ml|1616125|008800|008800|009060|Abarrote Atn Negocio
1616126|Aderezo Ranch 710ml|1616126|008800|008800|009060|Abarrote Atn Negocio
1616127|Aderezo mostaza 710ml|1616127|008800|008800|009060|Abarrote Atn Negocio
1616128|Mortadela San Antonio 5.7kg|1616128|005000|005000|005150|Abarrote Atn Negocio
1616129|Pan Molido Coronel a granel|1616129|000000|000000|000000|Abarrote Atn Negocio
1616130|Carne para Hamburguesa Sabor Tocino 12pzs.|1616130|008850|008850|009120|Abarrote Atn Negocio
1616131|Azucar Porcionada|1616131|027000|027000|027000|Abarrote Atn Negocio
1616132|Sal Porcionada|1616132|032000|032000|032000|Abarrote Atn Negocio
1616133|Coffe-Mate sobres|1616133|018000|018000|018000|Abarrote Atn Negocio
1616136|Salsa bufalo clasica 380grs|097339000054|002600|002600|002600|Abarrote Atn Negocio
1616137|Jamon Americano Mandolina Nutres|1616137|011540|010870|011890|Abarrote Atn Negocio
1616138|Cacahuate Fuego GOLD FRITZ|1616138|011000|011000|011330|Abarrote Atn Negocio
1616139|Pasa con Chocolate PREMIER|1616139|026800|026800|027600|Abarrote Atn Negocio
1616140|Pina Enchilada PREMIER|1616140|024150|024150|024880|Abarrote Atn Negocio
1616141|Gomimango  Enchilado PREMIER|1616141|010450|010450|010770|Abarrote Atn Negocio
1616142|Mango Enchilado  PREMIER|1616142|023900|023900|024620|Abarrote Atn Negocio
1616143|Panditas Clasicos Ricolino 1kg|074323077346|015690|015690|016160|Abarrote Atn Negocio
1616144|Almendra Confinada|1616144|014850|014850|015300|Abarrote Atn Negocio
1617001|Chile Ancho Seco 100gr Don Juan|90311222|003150|003150|003240|Chiles Secos
1617004|Chile Guajillo Seco 100gr Don Juan|90311031|003100|003100|003190|Chiles Secos
1701003|Servilleta 100pz DELSEY|7506425602759|001400|001350|001440|Servilleta y Papel
1701004|Servilleta 450pz DELSEY|7506425602773|005650|005450|005820|Servilleta y Papel
1701007|Papel Higiénico 24/4 VOGUE|7501017376322|002900|002790|002990|Servilleta y Papel
1701008|Servilleta 420pz PETALO|7506425600397|005650|005400|005820|Servilleta y Papel
1701009|Servilleta 220pz PETALO|7501943466364|003590|003440|003700|Servilleta y Papel
1701010|Servitoalla VOGUE|7501943473980|004800|004600|004940|Servilleta y Papel
1701012|Papel Higiénico 4pz REGIO|7501036619233|002950|002800|003040|Servilleta y Papel
1701014|Servilleta PETALO 100pz|7506425624805|001780|001700|001830|Servilleta y Papel
1701015|Papel Higiénico 10/4 con 600 Hojas VOGUE|7506425605330|003900|003750|004020|Servilleta y Papel
1701016|Servilleta 250pz MARLI|7506425610792|002350|002290|002420|Servilleta y Papel
1701019|Rollo de Papel Higienico KLEENEX (80pzas)|7501943458499|000800|000780|000820|Servilleta y Papel
1702001|Papel Aluminio 100m WEEZER|7503004770991|007300|006850|007520|Papel Aluminio
1702004|Papel Aluminio 10m MAXIMA/WEEZER|7503004770106|001550|001500|001600|Papel Aluminio
1702005|Papel Aluminio 100m ALUKINGS (12pzas)|7502208804914|009100|008850|009340|Papel Aluminio
1702006|Papel Aluminio MEGA MAX  (12pzas)|7503010473336|005800|005500|005970|Papel Aluminio
1702008|Pelicula plastica REYMA 30mt|7503004770304|001850|001850|001900|Papel Aluminio
1703002|Vaso PLASTICO #5 1/2|7502208800046|001750|001650|001800|Vaso de Plástico
1703003|Vaso PLASTICO #6|7502208800053|002500|002400|002580|Vaso de Plástico
1703004|Vaso PLASTICO #7|7502208800060|002600|002500|002680|Vaso de Plástico
1703005|Vaso PLASTICO #8|7502208800077|002600|002500|002680|Vaso de Plástico
1703006|Vaso PLASTICO #12|7502208800091|003650|003550|003760|Vaso de Plástico
1703008|Vaso PLASTICO #16|7502208800114|002800|002700|002880|Vaso de Plástico
1703009|Vaso TERMICO #8|041594231173|001200|001150|001240|Vaso de Plástico
1703010|Vaso TERMICO #10|041594206607|001350|001300|001390|Vaso de Plástico
1703011|Tapa para Vaso #16|7501219111523|002850|002750|002940|Vaso de Plástico
1703014|Vaso TERMICO 1L 15pz|041594206270|002550|002450|002630|Vaso de Plástico
1703018|Vaso TERMICO DART 16oz (473ml) 20pz|041594347805|002290|002190|002360|Vaso de Plástico
1703019|TAZON Termico DART 16oz (473ml)  25pz|041594206331|002700|002600|002780|Vaso de Plástico
1704001|Cuchara Sopera 25pz PLASTIKIN|7500326159121|001410|001320|001450|Cubierto Desechable
1704002|Cuchara Pastelera|7500326159077|001200|001150|001240|Cubierto Desechable
1704003|Tenedor Jumbo 25pz PLASTIKIN|7500326159138|001400|001300|001440|Cubierto Desechable
1704004|Tenedor Pastelero  60pz PLASTIKIN|7500326159084|001200|001150|001240|Cubierto Desechable
1704007|Palo Elotero|1704007|006500|006300|006700|Cubierto Desechable
1704008|Cuchara Sopera 25pz WOW|7506383910576|001170|001100|001200|Cubierto Desechable
1704009|Cuchara Pastelera 50pz SONIC|7506383912341|001150|001100|001180|Cubierto Desechable
1705002|CHAROLA de Unicel #855 50pz|7502208805454|002250|002200|002320|Platos
1705004|Plato Pozolero ph8 25pz REYMA|7502208805218|002700|002530|002800|Platos
1705012|Plato Pastelero #3  PRIMO|7501219112230|002100|001950|002160|Platos
1705013|Pavera Rectangular de Aluminio|0764451176102|001700|001600|001750|Platos
1706003|Bolsa POLISEDA 20X30 en Rollo|1706003|006350|006350|006540|Bolsa Poliseda
1706004|Bolsa POLISEDA 25X35 en Rollo|1706004|006350|006350|006540|Bolsa Poliseda
1706005|Bolsa POLISEDA 40X60 en Rollo|1706005|006350|006350|006540|Bolsa Poliseda
1706006|Bolsa POLISEDA 15X25 en Rollo|1706006|006350|006350|006540|Bolsa Poliseda
1706007|Bolsa POLISEDA 30x40 en Rollo|7502208804105|006350|006350|006540|Bolsa Poliseda
1708001|Bolsa NEGRA 60X90|1708001|004250|004040|004380|Bolsa Negra
1708002|Bolsa NEGRA 90 X 1.20|1708002|004250|004040|004380|Bolsa Negra
1708003|Bolsa NEGRA EN ROLLO 60X90|7509003600901|004450|004190|004590|Bolsa Negra
1708004|Bolsa NEGRA EN ROLLO 90 X 1.20|7509003901206|004450|004190|004590|Bolsa Negra
1709001|Bolsa Ecologica Coronel|1709001|001100|001100|001130|Articulos Biodegrada
1709002|Bolsa Navideña Coronel|1709002|000001|000001|000001|Articulos Biodegrada
1709003|Calendario Coronel|1709003|000001|000001|000001|Articulos Biodegrada
1710001|OBSEQUIO Queso de Rancho Liquido|1710001|000001|000001|000001|Obsequios
1710002|OBSEQUIO Vina navidena|1710002|000001|000001|000001|Obsequios
1710004|OBSEQUIO Margarina sin sal UNTABLE DEL RANCHO 190gr|1710004|000001|000001|000001|Obsequios
1710005|OBSEQUIO Margarina sin sal  DEL RANCHO 90gr|1710005|000001|000001|000001|Obsequios
1710006|OBSEQUIO Agua Natural Mia 500ml|1710006|000001|000001|000001|Obsequios
1710007|OBSEQUIO ADEREZO McCormick 3.8KG|1710007|000001|000001|000001|Obsequios
1710008|OBSEQUIO BOLSA DE TARTALETA|1710008|000001|000001|000001|Obsequios
1710009|OBSEQUIO Espatula o Mandil|1710009|000001|000001|000001|Obsequios
1710010|OBSEQUIO Maiz Pozolero verde o rojo 822grs|1710010|000001|000001|000001|Obsequios
1710011|OBSEQUIO SALSA EMULSIONADA 3.8K|1710011|000001|000001|000001|Obsequios
1710012|OBSEQUIO Queso Oaxaca de Rancho|1710012|000001|000001|000001|Obsequios
1710013|OBSEQUIO Hidrolit coco Pet 625|0|000001|000001|000001|Obsequios
1710014|OBSEQUIO XOT ENERGY Lata 12pzas|0|000001|000001|000001|Obsequios
1710016|OBSEQUIO Mole con Pollo 250gr|1710016|000001|000001|000001|Obsequios
1710017|OBSEQUIO Chorizo Español Coronel|1710017|000001|000001|000001|Obsequios
1710018|OBSEQUIO Asadero Coronel|1710018|000001|000001|000001|Obsequios
1710019|OBSEQUIO Salchicha Pavo Coronel|1710019|000001|000001|000001|Obsequios
1710020|OBSEQUIO Queso Manchego CORONEL|1710020|000001|000001|000001|Obsequios
1710021|OBSEQUIO Nutret Barra Linaza amaranto 150g|1710021|000001|000001|000001|Obsequios
1710022|OBSEQUIO Jamon Virginia Coronel|0000000000000|000001|000001|000001|Obsequios
1710026|OBSEQUIO Queso Crema REB 144gr CHIPILO|0|000001|000001|000001|Obsequios
1710028|OBSEQUIO Huevo de Rancho|7506174514785|000001|000001|000001|Obsequios
1710029|OBSEQUIO salsa sachet CUSTUM|1710029|000001|000001|000001|Obsequios
1710031|OBSEQUIO Yogurt Alpura|1710031|000001|000001|000001|Obsequios
1710032|OBSEQUIO Chicharos|1710032|000001|000001|000001|Obsequios
1710035|OBSEQUIO Lavatrastes Eficaz|1710035|000001|000001|000001|Obsequios
1710036|OBSEQUIO TOALLAS FEMENINAS|1710036|000001|000001|000001|Obsequios
1710037|OBSEQUIO Cottage 110g|0|000001|000001|000001|Obsequios
1710038|OBSEQUIO Kotex|0|000001|000001|000001|Obsequios
1710039|OBSEQUIO Chorizo Espanol|0|000001|000001|000001|Obsequios
1710040|OBSEQUIO Leche Extra proteina ALPURA|1710040|000001|000001|000001|Obsequios
1710043|OBSEQUIO Consomate JIRAFA|1710043|000001|000001|000001|Obsequios
1710044|OBSEQUIO Frijoles Negro La Costeña 400gr|1710044|000001|000001|000001|Obsequios
1710045|OBSEQUIO Maiz Blanco|1710045|000001|000001|000001|Obsequios
1710046|OBSEQUIO Aceitunas Rellenas de Pimiento 12pzas|0|000001|000001|000001|Obsequios
1710047|OBSEQUIO Salsa de Tres Chiles|0|000001|000001|000001|Obsequios
1710048|OBSEQUIO Maruchan BOWL con Camaron y Chile|1710048|000001|000001|000001|Obsequios
1710049|OBSEQUIO Jamon Americano coronel 11x11|1710049|000001|000001|000001|Obsequios
1710050|OBSEQUIO Huevo Santiago|1710050|000001|000001|000001|Obsequios
1710051|OBSEQUIO Jamon Pechuga de Pavo Coronel|1710051|000001|000001|000001|Obsequios
1710052|OBSEQUIO Pechuga ahumada rebanada|1710052|000001|000001|000001|Obsequios
1710053|ANTICIPO ROSCA|1710052|000001|000001|000001|Obsequios
1711001|Bolsa ECOLOGICA 20X30 en Rollo|1711001|008120|008120|008360|Bolsa Biodegradable
1711002|Bolsa ECOLOGICA 25X35 en Rollo|1711002|008120|008120|008360|Bolsa Biodegradable
1711003|Bolsa ECOLOGICA 30X40 en Rollo|1711003|008120|008120|008360|Bolsa Biodegradable
1711005|Bolsa Negra ECOLOGICA 60x90|1711005|005400|005400|005560|Bolsa Biodegradable
1711006|Bolsa Negra ECOLOGICA 90x1.20|1711006|005400|005400|005560|Bolsa Biodegradable
1801001|Molido Especial Bolsa Vino|1801001|000000|000000|000000|Extensores
1801002|Molido Coronel Ext. C/Imp.|1801002|000000|000000|000000|Extensores
1801003|Molido Especial Ext. C/Imp.|1801003|000000|000000|000000|Extensores
1801004|Molido Adobera Ext. C/imp.|1801004|000000|000000|000000|Extensores
1801005|Aderezo Molido|1801005|000000|000000|000000|Extensores
1801006|Extensor Coronel|1801006|000000|000000|000000|Extensores
1801007|Crema CASTILLA Bolsa 1kg|1801007|000000|000000|000000|Crema
1801008|Crema CASTILLA Cubeta 19kg|1801008|000000|000000|000000|Crema
1801009|Crema Castilla Cubeta 4lt|1801009|020400|020400|021010|Crema
1801010|Crema Castilla 1KG|1801010|020400|020400|021010|Crema
1801011|Queso Mozzarella CASTILLA 5kg|1801011|000000|000000|000000|Queso Procesado
1801012|Molido Coronel 1kg|1801012|000000|000000|000000|Queso Procesado
1801013|Corncob 1lb|1801013|000000|000000|000000|Queso Procesado
1801014|Tex-mex Corn 1 lb|1801014|000000|000000|000000|Queso Procesado
1801015|Queso Elotero 10 lb|1801015|000000|000000|000000|Queso Procesado
1802001|Q. Delicias B. San Miguel|1802001|000000|000000|000000|Maquilas
1802002|Q. Delicias Bolsa S/Imp.|1802002|000000|000000|000000|Maquilas
1802003|Queso Mozzarella 25 5kg|1802003|000000|000000|000000|Maquilas
1802004|Queso Molido Aguascalientes|1802004|000000|000000|000000|Maquilas
1802005|Molido Coronel Ext. S/Imp.|1802005|000000|000000|000000|Maquilas
1802006|Molido Especial Ext. S/Imp.|1802006|000000|000000|000000|Maquilas
1802007|Molido Ext. Adobera S/Imp.|1802007|000000|000000|000000|Maquilas
1802008|Queso Mozzarella 25 1kg|1802008|000000|000000|000000|Maquilas
1802009|Queso Panela Genuino Murgati|1802009|000000|000000|000000|Maquilas
1802010|Queso Tipo Panela Murgati|1802010|000000|000000|000000|Maquilas
1802011|Queso Doble Crema Murgati|1802011|000000|000000|000000|Maquilas
1802012|Queso Doble Crema D Hector|1802012|000000|000000|000000|Maquilas
1802013|Queso Panela D Hector|1802013|000000|000000|000000|Maquilas
1803001|Yogurt Sabor Fresa|1803001|000000|000000|000000|Maquilas
1803002|Yogurt Sabor Nuez|1803002|000000|000000|000000|Maquilas
1803003|Yogurt Sabor Piña con Coco|1803003|000000|000000|000000|Maquilas
1803004|Yogurt Sabor Frutas del Bosque|1803004|000000|000000|000000|Maquilas
1803005|Yogurt Sabor Manzana|1803005|000000|000000|000000|Maquilas
1803006|Yogurt Sabor Natural|1803006|000000|000000|000000|Maquilas
1803007|Yogurt Sabor Piña Apio Nopal|1803007|000000|000000|000000|Maquilas
1803008|Yogurt Sabor Coco|1803008|000000|000000|000000|Maquilas
1803009|Yogurt Sabor Capuchino|1803009|000000|000000|000000|Maquilas
1803010|Yogurt Sabor Ciruela Pasa|1803010|000000|000000|000000|Maquilas
1803011|Yogurt Sabor Zanahoria|1803011|000000|000000|000000|Maquilas
1803012|Yogurt Sabor Cereal Nuez|1803012|000000|000000|000000|Maquilas
1803013|Yogurt Sabor Mango|1803013|000000|000000|000000|Maquilas
1803014|Yogurt Sabor Canuca|1803014|000000|000000|000000|Maquilas
1803015|Yogurt Sabor Arandano|1803015|000000|000000|000000|Maquilas
1803016|Yogurt Sabor Coctel Frutas|1803016|000000|000000|000000|Maquilas
1901001|PEDIGREE Adulto 20 kg|70646002387|004800|004800|004940|Alimentos Mascotas
1901002|PEDIGREE Sobre adulto res 100 g (10pz)|706460249279|001150|001150|001180|Alimentos Mascotas
1901003|PEDIGREE cachorro sobre Pollo 100 gr (10pz)|706460249361|001150|001150|001180|Alimentos Mascotas
1901004|PEDIGREE Raza peque pollo sobre 100 gr (10pz)|706460249286|001150|001150|001180|Alimentos Mascotas
1901005|PEDIGREE Raza peque Res sobre 100g (10pz)|706460249484|001150|001150|001180|Alimentos Mascotas
1901007|PEDIGREE Adulto sobre pollo 100g|706460249231|001150|001150|001180|Alimentos Mascotas
1901009|PEDIGREE Adulto Cordero sobre 100g (10pz)|7506174510732|001150|001150|001180|Alimentos Mascotas
1901011|Poder Canino para todas las Razas 25 kg|1901011|002550|002550|002630|Alimentos Mascotas
1902002|WHISKAS Sobre Adulto Atun  85gr|706460000665|001190|001130|001230|Alimentos Mascotas
1902004|Alimento Razas Pequeñas Adulto 2kg PEDIGREE|706460013719|012900|012900|012900|Alimentos Mascotas
2001001|HALLS Menta|7622210267818|000900|000900|000930|Chicles y Pastillas
2001002|HALLS Miel|7622210267863|000900|000900|000930|Chicles y Pastillas
2001003|HALLS Hierbabuena|7622210267832|000900|000900|000930|Chicles y Pastillas
2001004|HALLS Mora Azul|7622210267856|000900|000900|000930|Chicles y Pastillas
2001005|HALLS Cereza|7622210267825|000900|000900|000930|Chicles y Pastillas
2001006|TRIDENT White 4S NS Freshmint Menta|75045494|000300|000300|000310|Chicles y Pastillas
2001007|TRIDENT White 4S  Hierbabuena|75045616|000300|000300|000310|Chicles y Pastillas
2001008|TRIDENT White 4S NS Freshmint  Fresa|75045654|000300|000300|000310|Chicles y Pastillas
2001009|TRIDENT White 4S NS Freshmint  Mora Azul|75045685|000300|000300|000310|Chicles y Pastillas
2001010|TRIDENT Twist Menta|7506105604448|000800|000800|000820|Chicles y Pastillas
2001011|TRIDENT Twist Fresa/Limon|7506105604431|000800|000800|000820|Chicles y Pastillas
2001013|TRIDENT Xtracare Freshmint|7622210464811|000950|000950|000980|Chicles y Pastillas
2001014|TRIDENT Xtracare Menta|7622210464774|000950|000950|000980|Chicles y Pastillas
2001015|TRIDENT Xtracare Hierbabuena|7622210464798|000950|000950|000980|Chicles y Pastillas
2001017|TRIDENT Value Pack Cartera Menta|7506105602666|002100|002100|002160|Chicles y Pastillas
2001018|TRIDENT Value Pack Cartera Freshmint|7506105606077|002100|002100|002160|Chicles y Pastillas
2001019|TRIDENT Value Pack Cartera Hierbabuena|7506105606060|002100|002100|002160|Chicles y Pastillas
2001020|TRIDENT Value Pack Cartera Sandia|7506105606084|002100|002100|002160|Chicles y Pastillas
2001021|BUBBALOO Xtreme Fresa|7501056900151|000500|000500|000520|Chicles y Pastillas
2001022|BUBBALOO Xtreme Mora Azul|7501056900168|000500|000500|000520|Chicles y Pastillas
2001023|BUBBALOO Xtreme Pink Fuego|7501056903190|000500|000500|000520|Chicles y Pastillas
2001026|TRIDENT White 6S Peppermint|7622210461704|000900|000900|000930|Chicles y Pastillas
2001029|CLORETS T.A. 7S Menta|7506105601065|000750|000750|000770|Chicles y Pastillas
2001030|BUBBALOO Plátano|75051976|000180|000180|000190|Chicles y Pastillas
2001031|BUBBALOO Mora Azul|75051969|000180|000180|000190|Chicles y Pastillas
2001032|BUBBALOO Menta|75051952|000180|000180|000190|Chicles y Pastillas
2001033|BUBBALOO Tutifruti|75051945|000180|000180|000190|Chicles y Pastillas
2001034|Chicles  CLORETS  4S QI|75068011|000250|000250|000260|Chicles y Pastillas
2001035|Chiclets CLORETS 12/pzs|7622210429292|000950|000950|000980|Chicles y Pastillas
2001036|Chiclets CLORETS 30/pzs|7501056901158|001200|001200|001240|Chicles y Pastillas
2001038|TRIDENT Value Pack Cartera Uva Limonada|7622210603548|002100|002100|002160|Chicles y Pastillas
2001039|TRIDENT Value Pack Cartera Cool Bubble|7506105606091|002100|002100|002160|Chicles y Pastillas
2001041|TRIDENT Twist Uva Naranja|7506105602635|000800|000800|000820|Chicles y Pastillas
2001042|BUBBALOO Fresa|75051938|000150|000150|000150|Chicles y Pastillas
2001043|HALLS  Extra Fuerte (Negro)|7622210427106|000900|000900|000930|Chicles y Pastillas
2001044|HALLS Sabores Frutales|7622210267870|000900|000900|000930|Chicles y Pastillas
2001045|HALLS Tropical air|7622210699541|000900|000900|000930|Chicles y Pastillas
2001046|TRIDENT Value Pack Cartera Naranja Mas Mandarina|7622210698117|002100|002100|002160|Chicles y Pastillas
2001047|TRIDENT Xtracare Cool Bubble|7622210464835|000950|000950|000980|Chicles y Pastillas
2001048|TRIDENT Twist 7S Menta|7622210938367|000850|000850|000880|Chicles y Pastillas
2001049|TRIDENT Twist 7S  Fresa|7622210938619|000850|000850|000880|Chicles y Pastillas
2001050|TRIDENT Twist 7S  Yerbabuena|7622210938664|000850|000850|000880|Chicles y Pastillas
2001051|TRIDENT Twist 7S  Uva Naranja|7622210938732|000850|000850|000880|Chicles y Pastillas
2001052|TRIDENT 5S TA Menta|7622210581914|000850|000850|000880|Chicles y Pastillas
2001053|TRIDENT 5S TA Fresmint|7622210581952|000850|000850|000880|Chicles y Pastillas
2001054|TRIDENT 5S TA Fresa|7622210582027|000850|000850|000880|Chicles y Pastillas
2001055|CLORETS PLUS TA|7622210624482|000750|000750|000770|Chicles y Pastillas
2002005|Huevo Kinder Sorpresa Nino 20g|80135692|002460|002460|002530|Chocolates
2002006|Huevo Kinder Sorpresa Nina 20g|80741251|002460|002460|002530|Chocolates
2002007|Kinder Delice Cacao 39gr|8000500267035|001350|001350|001390|Chocolates
2002008|Ferrero de Coco Raffaello 30g|80052487|002910|002910|003000|Chocolates
2002009|Ferrero Rocher 37.5gr|78909434|003100|003100|003190|Chocolates
2002010|Kinder Bueno 49g|80052760|002430|002430|002500|Chocolates
2002011|Chocolate Kinder 21gr|80050094|001000|001000|001030|Chocolates
2002012|Chocolate Kinder 12.5gr|80050315|000720|000720|000740|Chocolates
2002013|Chocolate FERRERO ROCHER 200gr|7898024390107|011400|011000|011740|Chocolates
2002014|Chocolate FERRERO ROCHER 1pz|0|000750|000700|000770|Chocolates
2002015|Vuala Swich Chocolate y Vainilla 32g  (16pz)|7500464333834|000700|000700|000720|Chocolates
2003001|Malvaviscos LA ROSA BIANCHI Bombon Grande 400gr|724869003315|004000|003850|004120|Dulceria
2003002|Mazapan 28g DE LA ROSA (30pz)|724869100106|000500|000480|000520|Dulceria
2003003|Vaso de Tamarindo y Guayaba KARLA grande 150g (8pz)|7502246442383|001500|001500|001500|Dulceria
2101001|CLORALEX 950ml. (12pz)|75000615|001600|001600|001650|Limpieza de Ropa
2101002|Jabon ACE BLANCOS 900grs. (10pz)|7500435245739|003860|003860|003980|Limpieza de Ropa
2101003|SUAVITEL FRESCA PRIMAVERA 850ml. AZUL (12pz)|7509546016306|002530|002460|002610|Limpieza de Ropa
2101004|Jabon ZOTE BARRA ROSA 400gms. (25pz)|7501026005671|002500|002500|002580|Limpieza de Ropa
2101005|Jabon ZOTE BARRA BLANCO 400gms.  (25pz)|7501026005374|002500|002500|002580|Limpieza de Ropa
2101006|Jabon ROMA 500gms. (20pz)|7501026004612|002140|002140|002200|Limpieza de Ropa
2101008|Jabon ARIEL 500gms. (18pz)|7501007455730|002550|002550|002630|Limpieza de Ropa
2101009|Jabon TEPEYAC BARRA 400gms.  (25pz)|0|002420|002420|002490|Limpieza de Ropa
2101011|Jabon ROMA 1kg. (10pz)|7501026004605|004260|004260|004390|Limpieza de Ropa
2101012|Jabon BLANCA NIEVES 1kg. (10pz)|7501026027536|004150|004150|004270|Limpieza de Ropa
2101013|Jabon Liquido  Blanca Nieves 1L (12pz)|7501026028045|004650|004650|004790|Limpieza de Ropa
2101014|SUAVITEL AZUL ADIOS AL PLANC. 700ml. (12pz)|7509546680132|002210|002210|002280|Limpieza de Ropa
2101016|SUAVITEL BABY ANTIBACTERIAL 850ml. (12pz)|7509546043579|002530|002460|002610|Limpieza de Ropa
2101017|DAWNY LIBRE ENJUAGUE AROMA FLORAL 800 ml (9pz)|7500435254137|003120|003120|003210|Limpieza de Ropa
2101020|Detergente liquido FOCA 1 lto. (12pz)|7501026028007|003780|003780|003890|Limpieza de Ropa
2101021|Jabon Liquido Vanish Rosa 925ml (12pzas)|7503002319529|006300|006300|006300|Limpieza de Ropa
2101024|CLORALEX Gel  950ml. (12pz)|7501025405151|002000|002000|002060|Limpieza de Ropa
2101026|ENSUEÑO MAX FRESCURA AZUL 1lt|7501025401610|002340|002340|002410|Limpieza de Ropa
2101027|Jabon ROMA Liquido Multiusos  1L. (12pz)|7501026028304|003540|003540|003650|Limpieza de Ropa
2101028|Jabon ZOTE Liquido ROSA  1L. (12pz)|7501026005343|004480|004480|004610|Limpieza de Ropa
2101029|Detergente en Polvo para Ropa CARISMA 1 kg (10pzas)|7501026023033|004880|004880|005030|Limpieza de Ropa
2101030|Suavizante de Ropa CARISMA 1L (12 pz)|7501026005510|003320|003320|003420|Limpieza de Ropa
2101031|Detergente Liquido 6.64Lt  MAS COLOR (3pz)|7500459000291|027100|027100|027100|Limpieza de Ropa
2101032|Jabon Barra VANISH 68g (48pz)|7501058714596|001500|001500|001500|Limpieza de Ropa
2102001|AXION LIMON  750ml (12pz)|7509546051932|004450|004450|004580|Limpieza de Trastes
2102002|AJAX 388gms.|7501035910072|003560|003560|003670|Limpieza de Trastes
2102004|SALVO LIQUIDO LIMON 300ml. (12pz)|7506195196984|001800|001800|001850|Limpieza de Trastes
2102005|Fibra verde SCOTCH BRITE gigante (12pz)|7501023114956|001960|001960|002020|Limpieza de Trastes
2102006|Fibra Esponja SCOTCH BRITE mediana (12pz)|7501023114932|001550|001550|001590|Limpieza de Trastes
2102010|Jabon Lavatrastes GRANDIOZA 900ml 12pzas|732535936942|003750|003750|003860|Limpieza de Trastes
2102011|Limpiador de hornos  EASY-OFF 238grs (12pzas)|7501058770110|006850|006850|007060|Limpieza de Trastes
2102013|Axion Limon  1.4ml (6pz)|7509546657981|006300|006300|006300|Limpieza de Trastes
2103002|PINOL 828ml. (15pz)|7501025403485|002460|002460|002530|Limpieza de Pisos
2103004|FABULOSO 1lt. FRESCA LAVANDA (12pz)|7501035910034|002910|002910|003000|Limpieza de Pisos
2103005|FABULOSO MAR FRESCO 1lt. (12pz)|7501035910041|002910|002910|003000|Limpieza de Pisos
2103007|FABULOSO ENERGIA NARANJA 1 LTO. (12pz)|7509546008202|002910|002910|003000|Limpieza de Pisos
2103009|TRAPEADOR DE TIRAS|2103009|005200|005200|005360|Limpieza de Pisos
2103010|ESCOBA TIPO CEPILLO|2103010|004900|004900|005050|Limpieza de Pisos
2103013|Trapeador de Microfibra H2NO|7503035191000|018000|018000|018540|Limpieza de Pisos
2103014|GRANDIOZA Selva Fresca 1lt  12pz|732535937048|001850|001850|001910|Limpieza de Pisos
2103015|GRANDIOZA Lavanda 1lt  12pz|732535936973|001850|001850|001910|Limpieza de Pisos
2103016|Glade Lavanda SCJOHNSON 275ml (12pz)|7501032924003|004150|004150|004150|Limpieza de Pisos
2103017|Guantes de Latex MAXI HOGAR medianos (20pz)|823703300884|002850|002850|002850|Limpieza de Pisos
2103018|PINOL Repelente de insectos NARANJA  828ml (12pz)|7501025445485|003400|003400|003400|Limpieza de Pisos
2201001|Desodorante Fresh Barra 60g SPEED STICK (12pz)|7501035907508|004550|004550|004690|Desodorantes
2201003|Desodorante REXONA Bamboo 175 ml (12pz)|7791293032450|006150|006150|006330|Desodorantes
2201004|Desd. aerosol AXE 96 mls fusion c/12 (12pz)|7791293025810|006050|005830|006230|Desodorantes
2202001|COLGATE 90 ml (12pz)|7509546687353|003200|003200|003300|Higiene Bucal
2202002|Crema Dental COLGATE Triple Accion 75ml. (12pz)|7509546000985|001900|001900|001960|Higiene Bucal
2202003|Cepillo Dental Premier CLEAN (7pz)|6910021007206|001410|001410|001450|Higiene Bucal
2202006|Enjuague Bucal COLGATE Plax 250 ml|7891024027028|006600|006600|006600|Higiene Bucal
2202007|Cepillo Dental Duo ORALB (36pz)|7501086453955|003550|003550|003550|Higiene Bucal
2203001|Gel EGO Alfa Control Caida  200 ml. (12pz)|7506306215689|001650|001650|001700|Gel y Shampoo
2203009|Jabon Liquido para Manos Cranberry 500ml (6pz)|858457005914|002800|002800|002800|Gel y Shampoo
2203011|Gel Moco de Gorila Punk Tubo 80gr (12pzas)|7501199428024|003250|003250|003250|Gel y Shampoo
